en_src_word,en_word,de_word,bn_word,ru_word
rectify,rectify,beheben,সংশোধন করা,исправлять
rectum,rectum,rektum,মলদ্বার,прямая кишка
recurrence,recurrence,wiederholung,আবৃত্তি,повторение
recurrent,recurrent,wiederkehrend,আবৃত্তিশীল,возвратный
recurrently,recurrently,wiederkehrend,পুনঃপুনঃ,рекуррентно
red,red,rot,লাল,красный
redact,redact,redakt,সম্পাদন করা,красноломкий
reddish,reddish,rötlich,লালচে,красновато
redeemer,redeemer,erlöser,উদ্ধারক,избавитель
redemption,redemption,erlösung,মুক্তি,выкуп
redirect,redirect,umleiten,পুনর্নির্দেশ,переадресовывать
rediscovery,rediscovery,wiederentdeckung,পুনঃআবিষ্কারের,повторное открытие
redouble,redouble,verdoppeln,দ্বিগুণ করা,удваивать
reductionism,reductionism,reduktionismus,খণ্ডতাবাদ,редукционизм
redundancy,redundancy,redundanz,অতিরেক,избыточность
reelect,reelect,wiederwählen,পুনর্নির্বাচিত,переизбрать
reenactment,reenactment,nachstellung,পুনরাবৃত্তি,инсценировка
refine,refine,verfeinern,পরিশোধন করা,усовершенствовать
refinement,refinement,raffinesse,পরিশোধন,утонченность
refit,refit,überarbeiten,মেরামত,ремонт
reflect,reflect,reflektieren,প্রতিফলিত করা,отражать
reflected,reflected,reflektiert,প্রতিফলিত,отраженный
reflective,reflective,reflektierend,চিন্তাশীল,отражающий
reflector,reflector,reflektor,প্রতিফলক,отражатель
reflux,reflux,rückfluss,প্রতিপ্রবাহ,рефлюкс
reformed,reformed,reformiert,সংশোধিত,преобразованный
reformism,reformism,reformismus,সংস্কারবাদ,реформизм
reformulate,reformulate,umformulieren,সূত্রবদ্ধ,переформулировать
refracted,refracted,gebrochen,প্রতিসৃত,преломленный
refraction,refraction,brechung,প্রতিসরণ,преломление
refractive,refractive,refraktiv,আলোকরেখার বক্রগমন-ঘটিত,преломляющий
refresh,refresh,aktualisierung,সতেজ করা,обновление
refreshing,refreshing,erfrischend,সতেজকারক,освежающий
refrigeration,refrigeration,kühlung,হিমায়ন,холодильный
refusal,refusal,ablehnung,অস্বীকার,отказ
refusing,refusing,verweigerung,অস্বীকার,отказывающийся
regards,regards,grüße,শুভেচ্ছা,с уважением
regency,regency,regentschaft,রিজেন্সি,регентство
regenerate,regenerate,regenerieren,পুনর্জাত,регенерировать
regionalism,regionalism,regionalismus,আঞ্চলিকতাবাদ,регионализм
register,register,registrieren,নিবন্ধন,регистр
regret,regret,bedauern,দু: খ প্রকাশ,сожаление
regular,regular,regulär,নিয়মিত,регулярный
regularly,regularly,regelmäßig,নিয়মিতভাবে,регулярно
regulate,regulate,regulieren,নিয়ন্ত্রণ,регулировать
regulated,regulated,reguliert,নিয়মানুযায়ী,регулируется
regulation,regulation,verordnung,প্রবিধান,регулирование
regulative,regulative,regulativ,ব্যবস্থাপক,регулятивный
rehearse,rehearse,proben,পড়ান,репетировать
reheat,reheat,aufwärmen,পুনরায় গরম করা,подогревать
reincarnation,reincarnation,reinkarnation,পুনরায় দেহধারণ,реинкарнация
reinforcement,reinforcement,verstärkung,শক্তিবৃদ্ধি,армирование
reins,reins,zügel,লাগাম,поводья
reinstallation,reinstallation,neuinstallation,পুনরায় ইনস্টলেশন,переустановка
reinterpretation,reinterpretation,neuinterpretation,ধর্মের পুনর্ব্যাখ্যা,переосмысление
reintroduction,reintroduction,wiedereinführung,পুনঃপ্রবর্তন,реинтродукции
reiterated,reiterated,wiederholt,পুনরাবৃত্তি,подтвердил
rejoice,rejoice,jubeln,আনন্দ করা,радоваться
rejuvenate,rejuvenate,verjüngen,পুনর্যৌবন লাভ করা,омолаживать
rejuvenated,rejuvenated,verjüngt,উজ্জীবিত,помолодевшим
rejuvenation,rejuvenation,verjüngung,নবজীবন,омоложение
relativism,relativism,relativismus,অপেক্ষবাদ,релятивизм
relativity,relativity,relativität,আপেক্ষিকতা,относительность
relax,relax,entspannen sie sich,শিথিল করা,расслабиться
relaxed,relaxed,entspannt,নিরুদ্বেগ,расслабленный
relay,relay,relais,রিলেই,реле
relent,relent,nachgeben,নরম হত্তয়া,смягчаться
reliant,reliant,angewiesen,আস্থাবান্,уверенный
relocate,relocate,umziehen,নূতন স্থান নির্দেশ করা,переселять
rely,rely,verlass dich,নির্ভর করা,полагаться
remain,remain,bleiben übrig,থাকা,оставаться
remaining,remaining,verbleibend,অবশিষ্ট,осталось
remedial,remedial,abhilfe,আরোগ্যকর,исправительный
remittance,remittance,überweisung,প্রেরণ,денежный перевод
remix,remix,remixen,রিমিক্স,ремикс
remote,remote,fernbedienung,দূরবর্তী,дистанционный пульт
removed,removed,entfernt,অপসারিত,удален
rename,rename,umbenennen,নামান্তর,переименовать
rend,rend,zerreißen,বিদীর্ণ করা,раскалывать
renew,renew,erneuern,পুনরারম্ভ করা,возобновлять
renewable,renewable,verlängerbar,নবায়নযোগ্য,возобновляемый
renewed,renewed,erneuert,নূতন,обновленный
rent,rent,miete,খাজনা,аренда
rented,rented,gemietet,ভাড়াটে,арендованный
reorganize,reorganize,reorganisieren,পুনরায় সংগ্রহিত করা,реорганизовывать
reorientation,reorientation,neuorientierung,পুনরভিযোজন,переориентация
repair,repair,reparatur,মেরামত,ремонт
repeal,repeal,aufhebung,রদ,отмена
